timestamp,month,hour,day_of_year,temperature,wind_speed,solar_radiation,cloud_cover
2019-01-03 11:00:00,1,11,3,-1.3057733480152822,5.689904512920446,730.2616733441981,0.4221502729175072
2019-01-03 12:00:00,1,12,3,-5.509307303463185,7.770564857948315,719.4783863281565,1.0
2019-01-03 13:00:00,1,13,3,-6.216372006612843,7.825373306684385,749.471475256106,0.27272552176289755
2019-01-03 14:00:00,1,14,3,-9.26362877578466,6.22091913557801,513.0982219754652,0.4389459346656717
2019-01-03 15:00:00,1,15,3,-10.478905981866683,5.445062136603022,491.13426528197624,0.703753272773692
2019-01-03 16:00:00,1,16,3,-7.256034201906402,7.618561874580421,436.17794826469697,1.0
2019-01-03 17:00:00,1,17,3,-6.6681079020763026,15.290595446934503,231.02091039973573,0.6789278492023023
2019-01-03 18:00:00,1,18,3,-9.694979070933273,9.722987629489257,66.26861293950965,0.6559424385500662
2019-01-03 19:00:00,1,19,3,-7.3735221634339,9.441597423163376,0.0,0.9789399967549328
2019-01-03 20:00:00,1,20,3,-8.15781379659953,8.167538724976245,0.0,0.8193728195255694
2019-01-03 21:00:00,1,21,3,-9.376732242915594,7.7670626936283105,0.0,1.0
2019-01-03 22:00:00,1,22,3,-6.328167616755779,10.055349608390593,0.0,0.8549355910890997
2019-01-03 23:00:00,1,23,3,-2.7689809203532754,6.347856776912069,40.35302811042595,0.6976583926431925
2019-01-04 00:00:00,1,0,4,-4.557751143042727,17.102577445623353,25.6605525210426,1.0
2019-01-04 01:00:00,1,1,4,-0.06271652768220815,6.486949660805912,0.0,0.28322853432813666
2019-01-04 02:00:00,1,2,4,-7.2255892730023135,10.422137615080393,25.409532742584034,1.0
2019-01-04 03:00:00,1,3,4,0.6932398498603611,6.600529480569697,7.122587952603042,1.0
2019-01-04 04:00:00,1,4,4,0.018122090575711597,8.970913300412928,48.11088506997417,0.7249887958388377
2019-01-04 05:00:00,1,5,4,-0.2544846343092181,10.817169393630055,47.634337745408494,1.0
2019-01-04 06:00:00,1,6,4,0.6974224882481808,5.93713611819659,0.0,0.5998228142954285
2019-01-04 07:00:00,1,7,4,-3.631607762579268,6.745305371484827,195.1639175070188,0.9980831330150293
2019-01-04 08:00:00,1,8,4,-0.595315821575654,6.838613324405642,267.1522263941087,0.3075776315348586
2019-01-04 09:00:00,1,9,4,-0.23634001586659326,7.996414572030879,502.46803828514504,0.4327989811942413
2019-01-04 10:00:00,1,10,4,0.9696890246602079,9.322271824783293,637.4645435747442,0.3846266678793736
2019-01-04 11:00:00,1,11,4,-4.228544275857514,15.478200222419911,611.6126522744865,0.43419757417180027
2019-01-04 12:00:00,1,12,4,-6.103086270609198,7.393163011445749,680.3679910345842,0.5764228772200123
2019-01-04 13:00:00,1,13,4,-6.7837083775045,15.048748761174224,677.7749383751346,0.41913363343592847
2019-01-04 14:00:00,1,14,4,-5.155294829418675,9.660185397424105,618.9450754083346,0.2070168426693913
2019-01-04 15:00:00,1,15,4,-7.364130751436191,6.446137634304818,481.8868162193736,0.7546647735284522
2019-01-04 16:00:00,1,16,4,-9.875746491279092,8.229975673089214,291.98115628357925,0.7338968387297765
2019-01-04 17:00:00,1,17,4,-8.289193330041453,6.126472187265975,178.78125803756657,0.8782464087931603
2019-01-04 18:00:00,1,18,4,-9.291943966126743,7.823311754774833,0.0,0.908490235997476
2019-01-04 19:00:00,1,19,4,-7.3784382152023875,7.680500301521462,0.0,1.0
2019-01-04 20:00:00,1,20,4,-10.220332271499721,9.017285186509573,0.0,0.8590101835120599
2019-01-04 21:00:00,1,21,4,-8.676957263951097,10.434448245190717,0.0,1.0
2019-01-04 22:00:00,1,22,4,-7.770315371087141,8.415406980618732,0.0,0.718967324524035
2019-01-04 23:00:00,1,23,4,-8.70722418659967,6.583403860866088,0.0,0.7303725782765099
2019-01-05 00:00:00,1,0,5,-3.8247062039553597,13.74310223222104,0.0,1.0
2019-01-05 01:00:00,1,1,5,-2.6007409882121295,15.966791033621336,46.54100625186594,1.0
2019-01-05 02:00:00,1,2,5,-1.9067198447995906,8.229845247706459,63.073040199440236,0.9938480763745687
2019-01-05 03:00:00,1,3,5,-1.3505871189020695,9.57106644970413,121.96671393596333,0.7012780652464405
2019-01-05 04:00:00,1,4,5,-2.9175612232631476,8.103215096854985,84.5825204198832,0.6851731607592508
2019-01-05 05:00:00,1,5,5,-0.4286082721698885,9.091585374857356,0.0,1.0
2019-01-05 06:00:00,1,6,5,-0.10237579113805084,9.243237827537616,0.0,1.0
2019-01-05 07:00:00,1,7,5,-1.1918721650824082,6.340533781070713,178.61929391838837,0.7887380627536209
2019-01-05 08:00:00,1,8,5,-0.4093911624943365,7.9143021245424165,342.98890974271353,1.0
2019-01-05 09:00:00,1,9,5,-0.07331113852269733,12.10696840230105,494.58622829490275,0.7587476278516657
2019-01-05 10:00:00,1,10,5,1.855425044336548,11.70703547677033,721.8634881834107,0.3978521518768465
2019-01-05 11:00:00,1,11,5,-2.773695906908229,7.875351123643888,616.7655601707489,0.5341956799981032
2019-01-05 12:00:00,1,12,5,-3.901845976638983,9.29916917463646,658.8572460980822,0.5801937634194768
2019-01-05 13:00:00,1,13,5,-5.85993381512945,8.03542966438244,753.0594339648234,0.6066016272815044
2019-01-05 14:00:00,1,14,5,-10.754489188682594,10.627265548827928,570.6848499517903,0.869292670253412
2019-01-05 15:00:00,1,15,5,-8.005508414915681,5.9817465895934925,510.7885943168774,0.475709830929566
2019-01-05 16:00:00,1,16,5,-8.626613357124652,10.167832129149165,398.99976994780894,0.4627971879959587
2019-01-05 17:00:00,1,17,5,-4.320091664559282,14.122885715145898,204.0835264968789,0.9219186708886649
2019-01-05 18:00:00,1,18,5,-9.801668687646757,7.162754404216717,9.588281655124698,0.7777027460332312
2019-01-05 19:00:00,1,19,5,-8.64348120486263,13.333222311423619,46.930538484699206,1.0
2019-01-05 20:00:00,1,20,5,-8.816497316417191,9.448509183567978,0.0,1.0
2019-01-05 21:00:00,1,21,5,-10.289836739256314,8.460679727680562,0.0,0.774020357350354
2019-01-05 22:00:00,1,22,5,-4.6313011290544726,7.859190696847268,26.781879423258182,1.0
2019-01-05 23:00:00,1,23,5,-4.207175918223571,13.523073621143132,0.0,1.0
2019-01-06 00:00:00,1,0,6,-2.7614585047924898,8.093982287494901,70.82919116723463,1.0
2019-01-06 01:00:00,1,1,6,-4.868202082955458,15.063423825194054,15.169618759889056,0.8596204162420662
2019-01-06 02:00:00,1,2,6,0.9620662229936143,14.33166062930131,7.651587639057509,0.9681593728874579
2019-01-06 03:00:00,1,3,6,-3.611690618530408,7.6207222994712165,0.0,0.4634776224412318
2019-01-06 04:00:00,1,4,6,1.1603188076441497,8.25906673343984,0.0,1.0
2019-01-06 05:00:00,1,5,6,4.867017984186715,5.810662410381448,0.0,0.19685672462616022
2019-01-06 06:00:00,1,6,6,-1.3245950491399603,8.593007162782659,40.371492514779945,0.7956445837545817
2019-01-06 07:00:00,1,7,6,-0.646488726638786,8.911992103439088,74.21282116668905,0.4872813783902017
2019-01-06 08:00:00,1,8,6,0.1859073502188925,12.655889044117767,383.3721049990246,0.6338989743134602
2019-01-06 09:00:00,1,9,6,-1.8149398011782443,14.656065196618496,468.42265445187945,0.6571137137213795
2019-01-06 10:00:00,1,10,6,-4.94484926101085,11.035186890257117,584.5743959335936,0.3849028746411909
2019-01-06 11:00:00,1,11,6,-2.912301223753924,12.253285972622255,677.1474895184565,0.039396006145196005
2019-01-06 12:00:00,1,12,6,-6.4681298263307925,8.25722810034364,701.3735918126342,0.6254823473879764
2019-01-06 13:00:00,1,13,6,-4.690432763120824,6.460484482955146,628.8464129370864,1.0
2019-01-06 14:00:00,1,14,6,-8.68237086734619,9.494242885362233,626.9910739941184,0.5540055480544319
2019-01-06 15:00:00,1,15,6,-4.77918749477624,12.57256822258286,370.45431366247595,0.8638033594489606
2019-01-06 16:00:00,1,16,6,-10.240156002473249,5.45114659107044,321.43292063177404,1.0
2019-01-06 17:00:00,1,17,6,-9.817274562735275,9.04181276661107,185.72770993546374,0.42641590411984887
2019-01-06 18:00:00,1,18,6,-7.716487964139244,5.89751848434264,0.0,0.7926141722641006
2019-01-06 19:00:00,1,19,6,-11.634880163191836,7.082679238596838,0.0,0.6287920802220044
2019-01-06 20:00:00,1,20,6,-8.218729548592517,9.153788014476227,37.90136893802353,0.7228137949641319
2019-01-06 21:00:00,1,21,6,-5.2647707962464665,14.757161615105227,0.0,1.0
2019-01-06 22:00:00,1,22,6,-10.05848886800104,8.766260774124738,0.0,0.9288050998446031
2019-01-06 23:00:00,1,23,6,-5.268349907326583,10.777210795651786,7.651729853381142,1.0
2019-01-07 00:00:00,1,0,7,-3.746082155930456,9.515806008534334,0.9913576882683564,0.88023402458929
2019-01-07 01:00:00,1,1,7,-1.408106775360079,7.229404526925169,58.45054629319076,0.6469033166349384
2019-01-07 02:00:00,1,2,7,-4.239749166183467,10.123257352168892,0.0,1.0
2019-01-07 03:00:00,1,3,7,-3.371227064663118,6.481482830301832,21.372770234847014,1.0
2019-01-07 04:00:00,1,4,7,1.1081624057286852,8.779952372788651,0.0,0.9524886890157785
2019-01-07 05:00:00,1,5,7,1.1577507334844106,13.52145813200353,30.647804208313733,0.9868387181340341
2019-01-07 06:00:00,1,6,7,1.2351379562644504,9.285332873767093,69.67476485237616,0.6420535685086902
2019-01-07 07:00:00,1,7,7,1.2566778060119903,9.517124394735953,183.2143561340096,0.9527408588811361
2019-01-07 08:00:00,1,8,7,-1.2957701686620908,7.974459032305641,379.74995402445177,1.0
2019-01-07 09:00:00,1,9,7,-0.265806444172558,6.1425070906786585,554.5288130640423,0.7577989062803736
2019-01-07 10:00:00,1,10,7,-1.1797027978299408,8.219259084118661,657.8951997285269,0.26984957547133703
2019-01-07 11:00:00,1,11,7,-4.400455354967433,11.587025126723347,638.8351607997719,0.9263619980503829
2019-01-07 12:00:00,1,12,7,-0.5342987221377888,9.907622864435162,733.136490077862,0.40004906705329435
2019-01-07 13:00:00,1,13,7,-4.6122771281163315,6.54655615910431,670.5381889826921,0.6767934632733089
2019-01-07 14:00:00,1,14,7,-9.1484547388326,5.913888239194796,645.8974872665091,0.8198014783588993
2019-01-07 15:00:00,1,15,7,-6.488274433092379,7.210454400702384,510.19409549808006,0.8928054758362818
2019-01-07 16:00:00,1,16,7,-10.545338103804138,8.242161666179381,354.4408399471112,0.37900248342607806
2019-01-07 17:00:00,1,17,7,-7.521307668387741,8.405877431201311,198.03586867771781,0.8348115834658785
2019-01-07 18:00:00,1,18,7,-6.948656586412495,8.43721745241946,12.761897801946647,0.8992181679585689
2019-01-07 19:00:00,1,19,7,-10.736841512576067,8.791862289380227,14.71665225682551,1.0
2019-01-07 20:00:00,1,20,7,-6.669222504860852,10.016557260796738,0.0,0.980758554264173
2019-01-07 21:00:00,1,21,7,-6.975819796487045,7.833166052785824,0.0,1.0
2019-01-07 22:00:00,1,22,7,-5.121727424438324,6.8735400227829615,88.15874646863347,0.9969973657590778
2019-01-07 23:00:00,1,23,7,-1.7663570046320163,10.404640437263666,23.8763955555592,0.8741806048698036
2019-01-08 00:00:00,1,0,8,-4.67472204341288,11.741326943564838,0.0,0.9327039965883799
2019-01-08 01:00:00,1,1,8,-4.397322914609514,7.573514229312401,0.0,1.0
2019-01-08 02:00:00,1,2,8,-3.4629746706581854,17.36151305150033,52.812922672397555,0.6345457451804981
2019-01-08 03:00:00,1,3,8,-2.2800324754052776,14.526220560256666,0.0,1.0
2019-01-08 04:00:00,1,4,8,-0.008022211313153865,6.681265956779615,0.0,0.7684089140365906
2019-01-08 05:00:00,1,5,8,1.32798726967149,6.013880541810076,0.0,0.7254362954310073
2019-01-08 06:00:00,1,6,8,1.3694357872528997,8.392614054293913,0.0,1.0
2019-01-08 07:00:00,1,7,8,2.3000498181102507,9.58828223812355,109.69926702883903,0.6396689477477929
2019-01-08 08:00:00,1,8,8,0.17218499127086928,17.247070084418734,278.335294822794,0.819347055665813
2019-01-08 09:00:00,1,9,8,2.258656248840233,16.987960540360817,546.387249176454,0.5840117934928308
2019-01-08 10:00:00,1,10,8,-2.213259477883051,10.888972927449869,582.0479017729074,0.16273715196612176
2019-01-08 11:00:00,1,11,8,2.5504877472847043,7.925971590101385,633.6022131812732,0.6996975604148973
2019-01-08 12:00:00,1,12,8,-2.9326111158771253,12.975800797848677,602.5865304747405,0.619196366872106
2019-01-08 13:00:00,1,13,8,-7.192356149752307,9.163037246096494,644.6090702645421,0.22213826151106386
2019-01-08 14:00:00,1,14,8,-8.825730807529363,6.432123843325104,497.4904592776612,0.49440658283764405
2019-01-08 15:00:00,1,15,8,-6.754534886853504,6.471721093281374,458.6545216317289,0.32040165458232284
2019-01-08 16:00:00,1,16,8,-8.960998400981032,7.939757427244455,440.6033113050183,0.8902700897400306
2019-01-08 17:00:00,1,17,8,-7.585573954668295,12.14138137699549,207.83018887738038,1.0
2019-01-08 18:00:00,1,18,8,-8.237470562260048,6.785835829681163,0.0,1.0
2019-01-08 19:00:00,1,19,8,-9.159232768166227,7.935253859489594,34.90618027031782,1.0
2019-01-08 20:00:00,1,20,8,-10.20766026646614,14.473681244474246,0.0,0.7903660311473851
2019-01-08 21:00:00,1,21,8,-10.749174166711606,9.953158806632898,0.0,1.0
2019-01-08 22:00:00,1,22,8,-7.576975715541183,10.342938224727995,85.20648147664211,0.8921183862523159
2019-01-08 23:00:00,1,23,8,-3.765243448272802,12.308564948457436,0.0,0.9309950154985119
2019-01-09 00:00:00,1,0,9,-3.669653380868023,8.028779622680972,0.0,1.0
2019-01-09 01:00:00,1,1,9,-5.2952232010398035,14.936201077330008,15.301664118175509,1.0
2019-01-09 02:00:00,1,2,9,-1.2514790174260675,11.055916768141923,0.0,0.8208712667396558
2019-01-09 03:00:00,1,3,9,0.20832779626197973,8.586089887533417,32.530247681570486,0.6172935823963492
2019-01-09 04:00:00,1,4,9,-1.5354287226085044,13.767145105333269,0.0,0.8613416377287878
2019-01-09 05:00:00,1,5,9,1.0392384742079661,10.884153655504935,33.19551637834283,0.8549678876045822
2019-01-09 06:00:00,1,6,9,1.0185765677635685,8.832820272805463,29.299208987525915,0.9557421206701903
2019-01-09 07:00:00,1,7,9,-1.554152333344336,10.498433457685238,160.80175402351566,0.9877760148294275
2019-01-09 08:00:00,1,8,9,0.9478608704903291,7.1046560053439105,419.65123718464315,0.3659061515705476
2019-01-09 09:00:00,1,9,9,0.5592620895407754,13.045200425914437,439.24784615303236,0.5525078000730996
2019-01-09 10:00:00,1,10,9,0.5682616172221224,17.166584743118783,646.1534010235805,0.4462372856685394
2019-01-09 11:00:00,1,11,9,-0.6961415395460202,6.207385126335887,704.2136590109136,0.8592235545189967
2019-01-09 12:00:00,1,12,9,-6.853179605042612,7.603816221717173,756.7807174932099,0.5571483659968816
2019-01-09 13:00:00,1,13,9,-7.267586174471281,7.454455421802455,654.1697988466626,0.5064680828682809
2019-01-09 14:00:00,1,14,9,-5.567770334711111,11.30414843947775,539.2805918997443,0.746675262021343
2019-01-09 15:00:00,1,15,9,-6.605802873236749,9.481084743013316,576.3544655911819,0.5680892401281903
2019-01-09 16:00:00,1,16,9,-7.397872515438529,7.884866647001564,317.38323015627566,0.7457835893079893
2019-01-09 17:00:00,1,17,9,-1.222007019264332,8.196157616566751,132.27523191953054,1.0
2019-01-09 18:00:00,1,18,9,-7.956059847742097,7.704222752346523,0.0,1.0
2019-01-09 19:00:00,1,19,9,-6.656338720212576,10.80243099676305,0.0,0.8173456800547952
2019-01-09 20:00:00,1,20,9,-6.519964361064219,9.432444573464123,26.30744125616729,0.8623501842354435
2019-01-09 21:00:00,1,21,9,-6.330592272449573,8.090992899844426,0.0,0.7750168445211979
2019-01-09 22:00:00,1,22,9,-7.228379358409124,7.738304383388258,0.0,0.5136494896593249
2019-01-09 23:00:00,1,23,9,-3.873997653654505,13.864841858004764,48.38894308324812,1.0
2019-01-10 00:00:00,1,0,10,-5.553208861419021,12.965713640894517,31.184660508809575,1.0
2019-01-10 01:00:00,1,1,10,-3.1871004203112916,10.897285688543853,0.7792286284829326,0.8149938062710654
2019-01-10 02:00:00,1,2,10,-2.478285528002085,12.435080100890607,8.543676437349102,0.7403249483433657
2019-01-10 03:00:00,1,3,10,-0.30827624763849515,6.544571178260464,0.6127715315770774,0.8491143345332187
2019-01-10 04:00:00,1,4,10,4.9518857199253326,6.876024747585195,0.0,0.9206929033669371
2019-01-10 05:00:00,1,5,10,-2.9124596860820327,6.739070968943622,0.0,0.676577671759844
2019-01-10 06:00:00,1,6,10,2.3649619484051496,8.963620386439388,24.542081274647185,0.8119880016043938
2019-01-10 07:00:00,1,7,10,-2.40336104327784,12.591730865394055,164.9667101366294,1.0
2019-01-10 08:00:00,1,8,10,-0.6212951450005509,7.964363925195931,351.86591897736696,0.7791598206946744
2019-01-10 09:00:00,1,9,10,1.7058766675235928,13.262875274968739,426.09806204766915,0.9456288650710518
2019-01-10 10:00:00,1,10,10,-1.3789983941529524,7.650848597549391,542.9020234168474,0.7168296432381888
2019-01-10 11:00:00,1,11,10,-4.868952762689885,8.607527387498592,602.4902923906942,0.3961224921599158
2019-01-10 12:00:00,1,12,10,-5.438165850863813,7.9414091171158665,633.4985063420862,0.48848089845726816
2019-01-10 13:00:00,1,13,10,-3.9424581599871296,8.424476647813362,703.5653698896975,0.6635883586253959
2019-01-10 14:00:00,1,14,10,-7.96829169577815,8.679408617569466,609.3986456296508,0.41935821747366675
2019-01-10 15:00:00,1,15,10,-7.110175159112663,6.095135209708928,414.08534503460436,0.4410877128631344
2019-01-10 16:00:00,1,16,10,-8.24654177145844,9.964305812860838,352.752452286276,0.515243583128075
2019-01-10 17:00:00,1,17,10,-10.140388259000852,8.622154933296333,151.74570095314306,0.9291988578332269
2019-01-10 18:00:00,1,18,10,-4.719670253693226,14.973250325923523,0.0,0.8304356907167123
2019-01-10 19:00:00,1,19,10,-7.569349519153198,10.71127846371902,0.0,1.0
2019-01-10 20:00:00,1,20,10,-12.387970624581286,9.824383216557155,48.59593469101222,0.7243996172118927
2019-01-10 21:00:00,1,21,10,-7.170183708737761,14.600976815330984,0.0,0.41220364021045036
2019-01-10 22:00:00,1,22,10,-7.831131361880655,13.993821541435587,0.0,0.877542670040577
2019-01-10 23:00:00,1,23,10,-3.5967869882640375,15.254950219185357,0.0,1.0
2019-01-11 00:00:00,1,0,11,-5.498166730553351,7.813724979824242,38.792197353496235,0.9154280026086515
2019-01-11 01:00:00,1,1,11,-2.848502911109144,6.7606714727719845,0.0,0.6340954705923565
2019-01-11 02:00:00,1,2,11,-0.4031506957270359,6.1495300632361625,0.0,0.5836587999775811
2019-01-11 03:00:00,1,3,11,1.3539190405850305,12.421155751159437,0.0,1.0
2019-01-11 04:00:00,1,4,11,-1.9835910488773094,6.044700619540466,15.128516746789172,0.747026764930548
2019-01-11 05:00:00,1,5,11,0.24750140607549498,9.578095209524522,0.6502381991654718,1.0
2019-01-11 06:00:00,1,6,11,0.13698412399013793,6.379635025736764,0.0,1.0
2019-01-11 07:00:00,1,7,11,-0.39015458739003206,13.114082273569068,143.68777636409817,0.6769546628072372
2019-01-11 08:00:00,1,8,11,3.9479102457964377,10.471932471239313,248.92078518694177,0.9919414880812586
2019-01-11 09:00:00,1,9,11,0.4323720741666991,13.084538168745151,407.4497842332237,0.5116026542103123
2019-01-11 10:00:00,1,10,11,-3.9348931623580405,9.642081613162858,603.442998077734,0.35923907559459906
2019-01-11 11:00:00,1,11,11,-0.7833061340657925,7.07215147483904,617.6942341708387,0.4453872926633207
2019-01-11 12:00:00,1,12,11,0.3311871403373172,7.940398239287372,622.114018821969,0.7622614495369741
2019-01-11 13:00:00,1,13,11,-3.1422899580982597,11.957649286392844,562.6988001162514,0.8463297691324771
2019-01-11 14:00:00,1,14,11,-9.451865185595976,6.302881904178728,481.53665413918424,0.5695010455100162
2019-01-11 15:00:00,1,15,11,-8.417127305353189,7.78311407795281,428.2169882039067,0.322719822635137
2019-01-11 16:00:00,1,16,11,-5.7094299742368975,7.526961159302878,372.0598965563093,0.44716082699331905
2019-01-11 17:00:00,1,17,11,-10.158093316370854,8.76364733633627,141.75436544572133,0.6173392913163013
2019-01-11 18:00:00,1,18,11,-8.025486397395493,10.885990465817528,20.024276262072462,0.6497147433689054
2019-01-11 19:00:00,1,19,11,-7.1934862782746185,12.954125771060264,0.0,0.9616001944318435
2019-01-11 20:00:00,1,20,11,-10.097113215766308,6.527897620668118,31.943334801442465,1.0
2019-01-11 21:00:00,1,21,11,-7.567709871744288,7.168130172024401,0.0,1.0
2019-01-11 22:00:00,1,22,11,-12.895659933826096,6.644985507505662,0.0,0.6828679502207824
2019-01-11 23:00:00,1,23,11,-7.255995761869137,8.863269652381794,0.0,0.7696389660856193
2019-01-12 00:00:00,1,0,12,-4.31970561853584,6.829866038957423,91.70002091402037,0.813454253701428
2019-01-12 01:00:00,1,1,12,-5.016040454166615,10.039983670310615,89.49421577754273,0.9911552229598066
2019-01-12 02:00:00,1,2,12,1.9502532921137505,13.6959890550672,24.32666513896823,1.0
2019-01-12 03:00:00,1,3,12,-3.1393181657380476,6.224108300182939,0.0,0.8198323136710186
2019-01-12 04:00:00,1,4,12,-0.3645312702212943,7.269769651507275,15.195090104754161,1.0
2019-01-12 05:00:00,1,5,12,1.2765409702680046,15.425199630100252,15.84261693666447,1.0
2019-01-12 06:00:00,1,6,12,4.067977262382712,9.54688532837173,0.0,0.8433310163034443
2019-01-12 07:00:00,1,7,12,-1.8566644866630568,7.865690027059051,189.99923112546492,0.7605377518181716
2019-01-12 08:00:00,1,8,12,2.8418852074825933,22.423169751589565,334.8697500668852,0.6911885160829662
