timestamp,month,hour,day_of_year,solar_generation,wind_generation
2019-01-07 12:00:00,1,12,7,47.83564794826444,30.522780778081973
2019-01-07 13:00:00,1,13,7,70.52687093792242,36.244367059286425
2019-01-07 14:00:00,1,14,7,60.35644130708532,47.006352889619876
2019-01-07 15:00:00,1,15,7,52.934561648826396,32.67994107916864
2019-01-07 16:00:00,1,16,7,31.06683414713504,51.67234131916727
2019-01-07 17:00:00,1,17,7,18.21887024863369,63.49097565893018
2019-01-07 18:00:00,1,18,7,8.56481081414321e-15,49.432619991038045
2019-01-07 19:00:00,1,19,7,-0.0,58.82830516892662
2019-01-07 20:00:00,1,20,7,-0.0,51.194256510355146
2019-01-07 21:00:00,1,21,7,-0.0,38.50736648673816
2019-01-07 22:00:00,1,22,7,-0.0,39.05363065350762
2019-01-07 23:00:00,1,23,7,-0.0,47.40228241886439
2019-01-08 00:00:00,1,0,8,-0.0,53.942156496381195
2019-01-08 01:00:00,1,1,8,-0.0,65.98541221660233
2019-01-08 02:00:00,1,2,8,-0.0,86.88087331760579
2019-01-08 03:00:00,1,3,8,-0.0,81.59288307068154
2019-01-08 04:00:00,1,4,8,-0.0,81.8282257739092
2019-01-08 05:00:00,1,5,8,-0.0,83.79543792990222
2019-01-08 06:00:00,1,6,8,0.0,76.68453509926236
2019-01-08 07:00:00,1,7,8,16.87217968415501,66.85295310339845
2019-01-08 08:00:00,1,8,8,27.523440821197216,45.60528239993438
2019-01-08 09:00:00,1,9,8,52.81985941612168,60.47191657084767
2019-01-08 10:00:00,1,10,8,58.743715903488656,56.532522761503905
2019-01-08 11:00:00,1,11,8,63.44260814386821,57.95615466093645
2019-01-08 12:00:00,1,12,8,49.45411993179274,28.408616616330924
2019-01-08 13:00:00,1,13,8,62.50862847491576,30.73973843307111
2019-01-08 14:00:00,1,14,8,54.21538489252443,46.798861703815774
2019-01-08 15:00:00,1,15,8,54.518347619567365,48.52394831949012
2019-01-08 16:00:00,1,16,8,31.444770555971598,54.85691625515608
2019-01-08 17:00:00,1,17,8,17.12105270324981,34.550621823113076
2019-01-08 18:00:00,1,18,8,9.107378498420057e-15,78.24337699140673
2019-01-08 19:00:00,1,19,8,-0.0,66.55318408729477
2019-01-08 20:00:00,1,20,8,-0.0,63.94390554523707
2019-01-08 21:00:00,1,21,8,-0.0,52.31387765328496
2019-01-08 22:00:00,1,22,8,-0.0,57.02592028612232
2019-01-08 23:00:00,1,23,8,-0.0,68.9546664757678
2019-01-09 00:00:00,1,0,9,-0.0,89.00497858810164
2019-01-09 01:00:00,1,1,9,-0.0,102.36856746249049
2019-01-09 02:00:00,1,2,9,-0.0,94.39679973053526
2019-01-09 03:00:00,1,3,9,-0.0,100.92312407704236
2019-01-09 04:00:00,1,4,9,-0.0,64.86357771033305
2019-01-09 05:00:00,1,5,9,-0.0,65.60389840814021
2019-01-09 06:00:00,1,6,9,0.0,59.506643835279355
2019-01-09 07:00:00,1,7,9,16.677722386101095,54.39422517278528
2019-01-09 08:00:00,1,8,9,38.14958294196979,68.80671459458259
2019-01-09 09:00:00,1,9,9,50.23317723761932,67.14067934428189
2019-01-09 10:00:00,1,10,9,62.49921537302031,60.010251327047776
2019-01-09 11:00:00,1,11,9,72.40061402005968,50.40854732210011
2019-01-09 12:00:00,1,12,9,68.35867580191041,38.65375355017067
2019-01-09 13:00:00,1,13,9,60.40380927548495,47.36143289879402
2019-01-09 14:00:00,1,14,9,48.96353149643237,60.7647757047431
2019-01-09 15:00:00,1,15,9,49.60319836285667,80.30911438319022
2019-01-09 16:00:00,1,16,9,35.45394874270336,87.41938265951708
2019-01-09 17:00:00,1,17,9,17.486185138679062,86.02561731292096
2019-01-09 18:00:00,1,18,9,8.48658808521944e-15,73.3148421247283
2019-01-09 19:00:00,1,19,9,-0.0,59.24608170668746
2019-01-09 20:00:00,1,20,9,-0.0,62.55244574325282
2019-01-09 21:00:00,1,21,9,-0.0,82.40139556598196
2019-01-09 22:00:00,1,22,9,-0.0,81.81186344222988
2019-01-09 23:00:00,1,23,9,-0.0,83.38072680544589
2019-01-10 00:00:00,1,0,10,-0.0,68.86790388537767
2019-01-10 01:00:00,1,1,10,-0.0,68.31704983121762
2019-01-10 02:00:00,1,2,10,-0.0,60.49251405907734
2019-01-10 03:00:00,1,3,10,-0.0,61.8207259028004
2019-01-10 04:00:00,1,4,10,-0.0,58.88300561929901
2019-01-10 05:00:00,1,5,10,-0.0,44.132992592899434
2019-01-10 06:00:00,1,6,10,0.0,33.63408769259205
2019-01-10 07:00:00,1,7,10,16.432661729617692,28.16401321058126
2019-01-10 08:00:00,1,8,10,25.703211339600955,38.055875781566805
2019-01-10 09:00:00,1,9,10,42.91581075836979,34.61109623065009
2019-01-10 10:00:00,1,10,10,62.350145512905975,60.395140215432754
2019-01-10 11:00:00,1,11,10,49.383713449238165,59.406509409201504
2019-01-10 12:00:00,1,12,10,70.32240712713227,55.4087559848696
2019-01-10 13:00:00,1,13,10,63.06638306405228,52.18676183373728
2019-01-10 14:00:00,1,14,10,50.28611742719172,53.8867006831754
2019-01-10 15:00:00,1,15,10,38.72306660195504,61.0229901491712
2019-01-10 16:00:00,1,16,10,34.56729756962894,60.69301577852578
2019-01-10 17:00:00,1,17,10,19.004762515238212,59.66015450667369
2019-01-10 18:00:00,1,18,10,8.149254800675852e-15,61.523034048823654
2019-01-10 19:00:00,1,19,10,-0.0,46.965843409728016
2019-01-10 20:00:00,1,20,10,-0.0,60.54514914783447
2019-01-10 21:00:00,1,21,10,-0.0,62.33986865225913
2019-01-10 22:00:00,1,22,10,-0.0,76.9674546248625
2019-01-10 23:00:00,1,23,10,-0.0,67.68664261316422
2019-01-11 00:00:00,1,0,11,-0.0,66.97672165942333
2019-01-11 01:00:00,1,1,11,-0.0,58.54698090069685
2019-01-11 02:00:00,1,2,11,-0.0,61.944865554555065
2019-01-11 03:00:00,1,3,11,-0.0,67.03857847334673
2019-01-11 04:00:00,1,4,11,-0.0,57.388848936089055
2019-01-11 05:00:00,1,5,11,-0.0,63.622807071197364
2019-01-11 06:00:00,1,6,11,0.0,77.13868248937216
2019-01-11 07:00:00,1,7,11,14.256211229585167,86.56406216362943
2019-01-11 08:00:00,1,8,11,28.813918997368194,68.119647950226
2019-01-11 09:00:00,1,9,11,45.97050311578183,58.412008205929
2019-01-11 10:00:00,1,10,11,57.17876856021642,57.9970519055166
2019-01-11 11:00:00,1,11,11,56.351119945560825,79.11909298829515
2019-01-11 12:00:00,1,12,11,71.27661706697313,77.78287563392699
2019-01-11 13:00:00,1,13,11,60.284617708070044,83.09581529287593
2019-01-11 14:00:00,1,14,11,52.40281295451355,78.4184758183513
2019-01-11 15:00:00,1,15,11,48.551787403458164,49.90653021463237
2019-01-11 16:00:00,1,16,11,35.29488170672405,59.682773292281254
2019-01-11 17:00:00,1,17,11,15.412721692258051,48.46448373680873
2019-01-11 18:00:00,1,18,11,8.420857276538907e-15,80.30083041223881
2019-01-11 19:00:00,1,19,11,-0.0,76.48081619552988
2019-01-11 20:00:00,1,20,11,-0.0,85.14472762202665
2019-01-11 21:00:00,1,21,11,-0.0,86.23402662365288
2019-01-11 22:00:00,1,22,11,-0.0,74.00253468239791
2019-01-11 23:00:00,1,23,11,-0.0,61.177183520495944
2019-01-12 00:00:00,1,0,12,-0.0,55.29360764199505
2019-01-12 01:00:00,1,1,12,-0.0,61.22344340409954
2019-01-12 02:00:00,1,2,12,-0.0,51.40458600340479
2019-01-12 03:00:00,1,3,12,-0.0,61.73866650935919
2019-01-12 04:00:00,1,4,12,-0.0,26.86669635466523
2019-01-12 05:00:00,1,5,12,-0.0,52.55381420188096
2019-01-12 06:00:00,1,6,12,0.0,48.70408744049702
2019-01-12 07:00:00,1,7,12,14.67885123789822,55.89135637768948
2019-01-12 08:00:00,1,8,12,34.679746687128926,54.36791669049425
2019-01-12 09:00:00,1,9,12,48.11389634285762,62.0814070876097
2019-01-12 10:00:00,1,10,12,60.89409740591405,36.672117532934244
2019-01-12 11:00:00,1,11,12,54.92258828893447,39.922774754404024
2019-01-12 12:00:00,1,12,12,55.57121412023485,47.087369400244754
2019-01-12 13:00:00,1,13,12,52.67466560780335,64.32109811898346
2019-01-12 14:00:00,1,14,12,54.37417137640659,51.59503226738895
2019-01-12 15:00:00,1,15,12,43.881217878449554,56.09153077758982
2019-01-12 16:00:00,1,16,12,29.294920084642722,59.07173095433301
2019-01-12 17:00:00,1,17,12,15.61993967192747,53.12972559598103
2019-01-12 18:00:00,1,18,12,6.8743907448086925e-15,47.94523517761968
2019-01-12 19:00:00,1,19,12,-0.0,33.39779939819807
2019-01-12 20:00:00,1,20,12,-0.0,50.493069043833174
2019-01-12 21:00:00,1,21,12,-0.0,68.79362378113564
2019-01-12 22:00:00,1,22,12,-0.0,55.3839842987889
2019-01-12 23:00:00,1,23,12,-0.0,50.437906539642746
2019-01-13 00:00:00,1,0,13,-0.0,58.027083395643835
2019-01-13 01:00:00,1,1,13,-0.0,61.56567121090456
2019-01-13 02:00:00,1,2,13,-0.0,29.367700167753497
2019-01-13 03:00:00,1,3,13,-0.0,43.34165735124854
2019-01-13 04:00:00,1,4,13,-0.0,57.84529756435747
2019-01-13 05:00:00,1,5,13,-0.0,65.38527193340884
2019-01-13 06:00:00,1,6,13,0.0,74.48351745079012
2019-01-13 07:00:00,1,7,13,17.072177101577598,70.85223988109668
2019-01-13 08:00:00,1,8,13,29.99542486989564,65.9657194354534
2019-01-13 09:00:00,1,9,13,48.47854277166709,64.43575700645715
2019-01-13 10:00:00,1,10,13,59.112881579211866,45.31264476855511
2019-01-13 11:00:00,1,11,13,63.790494573047624,39.07210586605757
2019-01-13 12:00:00,1,12,13,56.33906310997546,37.43120281554606
2019-01-13 13:00:00,1,13,13,58.984747699171244,39.530816222914524
2019-01-13 14:00:00,1,14,13,58.73985956361812,55.20244124911887
2019-01-13 15:00:00,1,15,13,38.017725505932056,41.293857885690564
2019-01-13 16:00:00,1,16,13,25.875863689462683,46.64762835152086
2019-01-13 17:00:00,1,17,13,15.393189969125245,65.05084490372509
2019-01-13 18:00:00,1,18,13,6.8839467109647666e-15,59.59089709550517
2019-01-13 19:00:00,1,19,13,-0.0,63.82910745573799
2019-01-13 20:00:00,1,20,13,-0.0,86.53788391214539
2019-01-13 21:00:00,1,21,13,-0.0,101.00321517377523
2019-01-13 22:00:00,1,22,13,-0.0,67.74321750630759
2019-01-13 23:00:00,1,23,13,-0.0,61.54865689985497
2019-01-14 00:00:00,1,0,14,-0.0,75.45975337094161
2019-01-14 01:00:00,1,1,14,-0.0,63.51237140590367
2019-01-14 02:00:00,1,2,14,-0.0,70.63272979338763
2019-01-14 03:00:00,1,3,14,-0.0,69.67085567313852
2019-01-14 04:00:00,1,4,14,-0.0,62.71629960736586
2019-01-14 05:00:00,1,5,14,-0.0,87.2127359300168
2019-01-14 06:00:00,1,6,14,0.0,57.2975300190229
2019-01-14 07:00:00,1,7,14,17.68284576225682,60.026847215628216
2019-01-14 08:00:00,1,8,14,27.82613856693525,45.449973972053414
2019-01-14 09:00:00,1,9,14,30.488675112871487,54.74749943243212
2019-01-14 10:00:00,1,10,14,41.160634711894346,55.563089550060965
2019-01-14 11:00:00,1,11,14,65.28091010842047,57.99800837133615
2019-01-14 12:00:00,1,12,14,60.42028547229093,49.795219490036494
2019-01-14 13:00:00,1,13,14,57.684797853232425,37.36622329922012
2019-01-14 14:00:00,1,14,14,56.161564306533975,33.249555103907845
2019-01-14 15:00:00,1,15,14,44.70733204084649,24.313279023876156
2019-01-14 16:00:00,1,16,14,28.924572740075106,44.04462309550353
2019-01-14 17:00:00,1,17,14,14.094636190385899,56.79564177231711
2019-01-14 18:00:00,1,18,14,8.316821526502389e-15,57.020227336271134
2019-01-14 19:00:00,1,19,14,-0.0,58.97353144565507
2019-01-14 20:00:00,1,20,14,-0.0,54.97984063647818
2019-01-14 21:00:00,1,21,14,-0.0,40.20915207855114
2019-01-14 22:00:00,1,22,14,-0.0,38.62473731969022
2019-01-14 23:00:00,1,23,14,-0.0,33.48364453191173
2019-01-15 00:00:00,1,0,15,-0.0,34.057032724317864
2019-01-15 01:00:00,1,1,15,-0.0,27.57713158849424
2019-01-15 02:00:00,1,2,15,-0.0,40.39430625491118
2019-01-15 03:00:00,1,3,15,-0.0,52.470493200781924
2019-01-15 04:00:00,1,4,15,-0.0,28.847441630468165
2019-01-15 05:00:00,1,5,15,-0.0,69.07007120977006
2019-01-15 06:00:00,1,6,15,0.0,56.62658818909402
2019-01-15 07:00:00,1,7,15,15.103600425077827,35.26505886477595
2019-01-15 08:00:00,1,8,15,33.90414751222199,57.23762654677731
2019-01-15 09:00:00,1,9,15,43.02452416067304,42.35563334154994
2019-01-15 10:00:00,1,10,15,36.2998472499816,53.4741588419204
2019-01-15 11:00:00,1,11,15,65.95756109491718,59.5938639116289
2019-01-15 12:00:00,1,12,15,66.66665897145332,75.93620242661106
2019-01-15 13:00:00,1,13,15,58.9832387551776,69.09404456736006
2019-01-15 14:00:00,1,14,15,45.615403936897614,76.23464330600686
2019-01-15 15:00:00,1,15,15,47.36524477021906,52.69358342583518
2019-01-15 16:00:00,1,16,15,30.59250013255473,47.989146942934354
2019-01-15 17:00:00,1,17,15,14.139814550154084,29.608645095704656
2019-01-15 18:00:00,1,18,15,5.972848988972379e-15,34.99410700555394
2019-01-15 19:00:00,1,19,15,-0.0,49.4938464285654
2019-01-15 20:00:00,1,20,15,-0.0,30.196556373722537
2019-01-15 21:00:00,1,21,15,-0.0,54.18688230102593
2019-01-15 22:00:00,1,22,15,-0.0,9.080121378054361
2019-01-15 23:00:00,1,23,15,-0.0,44.1759483630135
2019-01-16 00:00:00,1,0,16,-0.0,41.43090329997371
2019-01-16 01:00:00,1,1,16,-0.0,41.68808074833954
2019-01-16 02:00:00,1,2,16,-0.0,42.33887259928135
2019-01-16 03:00:00,1,3,16,-0.0,50.042830938464185
2019-01-16 04:00:00,1,4,16,-0.0,38.6876435549478
2019-01-16 05:00:00,1,5,16,-0.0,53.3246948677114
2019-01-16 06:00:00,1,6,16,0.0,53.84376507694985
2019-01-16 07:00:00,1,7,16,14.30291068021246,51.25665452943689
2019-01-16 08:00:00,1,8,16,25.05312033463103,52.8674509545819
2019-01-16 09:00:00,1,9,16,47.0224483142024,38.88347362366328
2019-01-16 10:00:00,1,10,16,49.22666918912499,43.955682953267846
2019-01-16 11:00:00,1,11,16,55.57137102853349,32.075216667264435
2019-01-16 12:00:00,1,12,16,49.38749843831897,29.859011613266517
2019-01-16 13:00:00,1,13,16,64.67491961490681,15.695476895616197
2019-01-16 14:00:00,1,14,16,49.962695089662155,33.10571749725627
2019-01-16 15:00:00,1,15,16,41.60870081669934,51.812451591512165
2019-01-16 16:00:00,1,16,16,30.394213963706875,71.12991314999567
2019-01-16 17:00:00,1,17,16,16.50436247812591,62.75786056097
2019-01-16 18:00:00,1,18,16,7.839153085019893e-15,58.84289274407609
2019-01-16 19:00:00,1,19,16,-0.0,62.65063916278825
2019-01-16 20:00:00,1,20,16,-0.0,55.2679395503489
2019-01-16 21:00:00,1,21,16,-0.0,52.4775190244698
2019-01-16 22:00:00,1,22,16,-0.0,45.55617473435029
2019-01-16 23:00:00,1,23,16,-0.0,63.90475712011244
2019-01-17 00:00:00,1,0,17,-0.0,62.61705941019247
2019-01-17 01:00:00,1,1,17,-0.0,47.05396723358216
2019-01-17 02:00:00,1,2,17,-0.0,60.13380251266196
2019-01-17 03:00:00,1,3,17,-0.0,55.98489332175369
2019-01-17 04:00:00,1,4,17,-0.0,68.49433081667605
2019-01-17 05:00:00,1,5,17,-0.0,69.18331099671295
2019-01-17 06:00:00,1,6,17,0.0,73.06549006989218
2019-01-17 07:00:00,1,7,17,15.103901666246793,53.62744290361392
2019-01-17 08:00:00,1,8,17,25.345613994497807,72.42486897252743
2019-01-17 09:00:00,1,9,17,41.456741895387,62.89309498411416
2019-01-17 10:00:00,1,10,17,55.25325403823418,40.21607535175327
2019-01-17 11:00:00,1,11,17,61.11293916203164,62.79440760459505
2019-01-17 12:00:00,1,12,17,59.59979686830327,59.66112845373806
2019-01-17 13:00:00,1,13,17,58.57915696402258,60.851285914944484
2019-01-17 14:00:00,1,14,17,58.061343392831475,66.68957975313394
2019-01-17 15:00:00,1,15,17,41.269349620227125,59.02392058910687
2019-01-17 16:00:00,1,16,17,30.043576699377613,58.85030575677324
2019-01-17 17:00:00,1,17,17,16.903215381226552,56.38444054579281
2019-01-17 18:00:00,1,18,17,7.099444093413985e-15,45.66315697260426
2019-01-17 19:00:00,1,19,17,-0.0,42.75419507340251
2019-01-17 20:00:00,1,20,17,-0.0,43.01668923619124
2019-01-17 21:00:00,1,21,17,-0.0,45.41711012801003
2019-01-17 22:00:00,1,22,17,-0.0,59.80537728709521
2019-01-17 23:00:00,1,23,17,-0.0,45.211271211855106
2019-01-18 00:00:00,1,0,18,-0.0,35.30728294660149
2019-01-18 01:00:00,1,1,18,-0.0,32.390537759636025
2019-01-18 02:00:00,1,2,18,-0.0,30.451030639143497
2019-01-18 03:00:00,1,3,18,-0.0,30.917688021631044
2019-01-18 04:00:00,1,4,18,-0.0,40.15436992873999
2019-01-18 05:00:00,1,5,18,-0.0,35.984181769483186
2019-01-18 06:00:00,1,6,18,0.0,49.750491687494666
