timestamp,solar_generation,wind_generation,hour,day_of_year,month,day_of_week
2019-01-02 07:00:00,16.017927626223525,55.61112286542719,7,2,1,2
2019-01-02 08:00:00,39.29133489370353,59.3959049749147,8,2,1,2
2019-01-02 09:00:00,56.87590545387189,72.24523991728203,9,2,1,2
2019-01-02 10:00:00,55.82512379408882,69.30811431763152,10,2,1,2
2019-01-02 11:00:00,80.15182489636463,84.15586595731472,11,2,1,2
2019-01-02 12:00:00,76.40010516299094,86.96395598292403,12,2,1,2
2019-01-02 13:00:00,76.24518007421382,99.89150285347849,13,2,1,2
2019-01-02 14:00:00,69.95503598424172,106.7265160388596,14,2,1,2
2019-01-02 15:00:00,59.046518063685866,91.43948931353908,15,2,1,2
2019-01-02 16:00:00,35.6417229982341,70.2009111629373,16,2,1,2
2019-01-02 17:00:00,18.31799130647469,59.85224492068557,17,2,1,2
2019-01-02 18:00:00,7.823635781735294e-15,57.81358383868438,18,2,1,2
2019-01-02 19:00:00,0.0,55.77884223731294,19,2,1,2
2019-01-02 20:00:00,0.0,45.20747626414152,20,2,1,2
2019-01-02 21:00:00,0.0,43.69559704775669,21,2,1,2
2019-01-02 22:00:00,0.0,65.42934584837433,22,2,1,2
2019-01-02 23:00:00,0.0,52.24550705871045,23,2,1,2
2019-01-03 00:00:00,0.0,39.31609196079944,0,3,1,3
2019-01-03 01:00:00,0.0,45.49427792810327,1,3,1,3
2019-01-03 02:00:00,0.0,51.32283349045703,2,3,1,3
2019-01-03 03:00:00,0.0,30.061448155463616,3,3,1,3
2019-01-03 04:00:00,0.0,36.43051313075825,4,3,1,3
2019-01-03 05:00:00,0.0,43.23860169097113,5,3,1,3
2019-01-03 06:00:00,0.0,41.86603655590048,6,3,1,3
2019-01-03 07:00:00,18.503460857398412,44.07759630270717,7,3,1,3
2019-01-03 08:00:00,34.04603792560989,40.69672876442134,8,3,1,3
2019-01-03 09:00:00,41.92826169842546,60.37308294589474,9,3,1,3
2019-01-03 10:00:00,53.10412283008949,71.0309559434693,10,3,1,3
2019-01-03 11:00:00,74.13925529684418,68.8153233409244,11,3,1,3
2019-01-03 12:00:00,68.7157132702301,68.2066599661086,12,3,1,3
2019-01-03 13:00:00,52.50493428230861,55.87830048020226,13,3,1,3
2019-01-03 14:00:00,68.8238299050743,55.27757986012292,14,3,1,3
2019-01-03 15:00:00,50.22205603933013,89.06291431032115,15,3,1,3
2019-01-03 16:00:00,37.62512344290743,83.66124993905075,16,3,1,3
2019-01-03 17:00:00,19.37744747876348,73.01927048994393,17,3,1,3
2019-01-03 18:00:00,7.637821662403961e-15,74.61352213965345,18,3,1,3
2019-01-03 19:00:00,0.0,62.04005841406487,19,3,1,3
2019-01-03 20:00:00,0.0,63.82400385473727,20,3,1,3
2019-01-03 21:00:00,0.0,79.26003462683992,21,3,1,3
2019-01-03 22:00:00,0.0,68.88744552673525,22,3,1,3
2019-01-03 23:00:00,0.0,56.871501351173215,23,3,1,3
2019-01-04 00:00:00,0.0,44.4978822044876,0,4,1,4
2019-01-04 01:00:00,0.0,47.96328265830611,1,4,1,4
2019-01-04 02:00:00,0.0,47.56546300294921,2,4,1,4
2019-01-04 03:00:00,0.0,70.26747926464525,3,4,1,4
2019-01-04 04:00:00,0.0,60.78949758868768,4,4,1,4
2019-01-04 05:00:00,0.0,73.05625808023588,5,4,1,4
2019-01-04 06:00:00,0.0,33.449935954938596,6,4,1,4
2019-01-04 07:00:00,19.952274252621013,60.99443901280491,7,4,1,4
2019-01-04 08:00:00,36.088756343627594,57.39622952871888,8,4,1,4
2019-01-04 09:00:00,52.98787258877337,52.8311461233666,9,4,1,4
2019-01-04 10:00:00,60.24547242578779,54.10987371494125,10,4,1,4
2019-01-04 11:00:00,63.321639955659016,74.60857838834535,11,4,1,4
2019-01-04 12:00:00,71.08292379917418,44.34887178939323,12,4,1,4
2019-01-04 13:00:00,76.26410791355059,49.75414093242706,13,4,1,4
2019-01-04 14:00:00,69.85951445975785,59.91872185217386,14,4,1,4
2019-01-04 15:00:00,45.04938713620145,62.52767157893835,15,4,1,4
2019-01-04 16:00:00,37.09607696536015,49.08082085437477,16,4,1,4
2019-01-04 17:00:00,17.721044380989092,53.455257926630715,17,4,1,4
2019-01-04 18:00:00,7.691227649600221e-15,51.22340249271543,18,4,1,4
2019-01-04 19:00:00,0.0,60.75639602220768,19,4,1,4
2019-01-04 20:00:00,0.0,49.79512120446966,20,4,1,4
2019-01-04 21:00:00,0.0,44.941594274257845,21,4,1,4
2019-01-04 22:00:00,0.0,62.33648145581586,22,4,1,4
2019-01-04 23:00:00,0.0,42.217036252049,23,4,1,4
2019-01-05 00:00:00,0.0,54.085498932255454,0,5,1,5
2019-01-05 01:00:00,0.0,73.72470658972145,1,5,1,5
2019-01-05 02:00:00,0.0,55.95279353545256,2,5,1,5
2019-01-05 03:00:00,0.0,64.0128787494459,3,5,1,5
2019-01-05 04:00:00,0.0,55.22208846624875,4,5,1,5
2019-01-05 05:00:00,0.0,58.51513838777228,5,5,1,5
2019-01-05 06:00:00,0.0,43.06459102795397,6,5,1,5
2019-01-05 07:00:00,19.29279823448937,32.205497286708265,7,5,1,5
2019-01-05 08:00:00,36.918141896092294,17.29433210108175,8,5,1,5
2019-01-05 09:00:00,49.78838387896445,45.56366993246477,9,5,1,5
2019-01-05 10:00:00,53.48930216218485,59.563626697607674,10,5,1,5
2019-01-05 11:00:00,70.18921411078296,34.88282740562814,11,5,1,5
2019-01-05 12:00:00,79.31557896708019,40.899249269646866,12,5,1,5
2019-01-05 13:00:00,70.90004243504289,39.099161520525335,13,5,1,5
2019-01-05 14:00:00,52.842127118043074,55.538095407824684,14,5,1,5
2019-01-05 15:00:00,44.873898404478375,50.532802226041746,15,5,1,5
2019-01-05 16:00:00,31.376025543637276,49.59843524035237,16,5,1,5
2019-01-05 17:00:00,17.15762232995401,46.55794466362759,17,5,1,5
2019-01-05 18:00:00,9.173062489982518e-15,53.86617643400046,18,5,1,5
2019-01-05 19:00:00,0.0,54.143089412819755,19,5,1,5
2019-01-05 20:00:00,0.0,46.857992323581655,20,5,1,5
2019-01-05 21:00:00,0.0,50.65168044008238,21,5,1,5
2019-01-05 22:00:00,0.0,64.95102309713803,22,5,1,5
2019-01-05 23:00:00,0.0,72.73532048491039,23,5,1,5
2019-01-06 00:00:00,0.0,57.0436925012601,0,6,1,6
2019-01-06 01:00:00,0.0,35.16551263308402,1,6,1,6
2019-01-06 02:00:00,0.0,20.524193747389184,2,6,1,6
2019-01-06 03:00:00,0.0,48.41078278019333,3,6,1,6
2019-01-06 04:00:00,0.0,30.871904313932017,4,6,1,6
2019-01-06 05:00:00,0.0,32.08288497778349,5,6,1,6
2019-01-06 06:00:00,0.0,24.956097169965435,6,6,1,6
2019-01-06 07:00:00,19.14508401235822,12.52447258831173,7,6,1,6
2019-01-06 08:00:00,36.72303217594975,20.03201296688661,8,6,1,6
2019-01-06 09:00:00,52.24837607692724,42.45707187937733,9,6,1,6
2019-01-06 10:00:00,50.023280279796715,31.877366414237727,10,6,1,6
2019-01-06 11:00:00,73.3127558042165,35.40140353084057,11,6,1,6
2019-01-06 12:00:00,71.6951586652186,31.342159757694652,12,6,1,6
2019-01-06 13:00:00,62.38258614814452,38.19558511583148,13,6,1,6
2019-01-06 14:00:00,67.02582664554014,59.85715212824935,14,6,1,6
2019-01-06 15:00:00,50.68013439988446,50.550327826923066,15,6,1,6
2019-01-06 16:00:00,28.969121555716793,63.0094277216578,16,6,1,6
2019-01-06 17:00:00,19.72225256879074,49.99057958326797,17,6,1,6
2019-01-06 18:00:00,9.09130266506867e-15,50.75917888946922,18,6,1,6
2019-01-06 19:00:00,0.0,33.54248402560289,19,6,1,6
2019-01-06 20:00:00,0.0,60.0981773012785,20,6,1,6
2019-01-06 21:00:00,0.0,53.78971429841184,21,6,1,6
2019-01-06 22:00:00,0.0,77.00996896854318,22,6,1,6
2019-01-06 23:00:00,0.0,72.63876825500785,23,6,1,6
2019-01-07 00:00:00,0.0,88.70641965258534,0,7,1,0
2019-01-07 01:00:00,0.0,61.13709313630323,1,7,1,0
2019-01-07 02:00:00,0.0,47.14106548654696,2,7,1,0
2019-01-07 03:00:00,0.0,22.507675003078468,3,7,1,0
2019-01-07 04:00:00,0.0,18.457016972448827,4,7,1,0
2019-01-07 05:00:00,0.0,25.43107919044285,5,7,1,0
2019-01-07 06:00:00,0.0,22.742051692771085,6,7,1,0
2019-01-07 07:00:00,17.483643657624068,32.70309552201184,7,7,1,0
2019-01-07 08:00:00,35.10630528260904,30.616275271610345,8,7,1,0
2019-01-07 09:00:00,43.47082067241127,41.15735799029054,9,7,1,0
2019-01-07 10:00:00,59.3841117522244,29.846978179979317,10,7,1,0
2019-01-07 11:00:00,69.00252394242703,45.22105478705219,11,7,1,0
2019-01-07 12:00:00,47.83564794826444,30.522780778081973,12,7,1,0
2019-01-07 13:00:00,70.52687093792242,36.244367059286425,13,7,1,0
2019-01-07 14:00:00,60.35644130708532,47.00635288961987,14,7,1,0
2019-01-07 15:00:00,52.9345616488264,32.67994107916864,15,7,1,0
2019-01-07 16:00:00,31.06683414713504,51.67234131916727,16,7,1,0
2019-01-07 17:00:00,18.21887024863369,63.49097565893018,17,7,1,0
2019-01-07 18:00:00,8.564810814143211e-15,49.432619991038045,18,7,1,0
2019-01-07 19:00:00,0.0,58.82830516892662,19,7,1,0
2019-01-07 20:00:00,0.0,51.194256510355146,20,7,1,0
2019-01-07 21:00:00,0.0,38.50736648673816,21,7,1,0
2019-01-07 22:00:00,0.0,39.05363065350762,22,7,1,0
2019-01-07 23:00:00,0.0,47.40228241886439,23,7,1,0
2019-01-08 00:00:00,0.0,53.942156496381195,0,8,1,1
2019-01-08 01:00:00,0.0,65.98541221660233,1,8,1,1
2019-01-08 02:00:00,0.0,86.88087331760579,2,8,1,1
2019-01-08 03:00:00,0.0,81.59288307068154,3,8,1,1
2019-01-08 04:00:00,0.0,81.8282257739092,4,8,1,1
2019-01-08 05:00:00,0.0,83.79543792990222,5,8,1,1
2019-01-08 06:00:00,0.0,76.68453509926236,6,8,1,1
2019-01-08 07:00:00,16.87217968415501,66.85295310339845,7,8,1,1
2019-01-08 08:00:00,27.523440821197216,45.60528239993438,8,8,1,1
2019-01-08 09:00:00,52.81985941612168,60.47191657084767,9,8,1,1
2019-01-08 10:00:00,58.743715903488656,56.532522761503905,10,8,1,1
2019-01-08 11:00:00,63.44260814386821,57.95615466093645,11,8,1,1
2019-01-08 12:00:00,49.45411993179274,28.408616616330924,12,8,1,1
2019-01-08 13:00:00,62.50862847491576,30.73973843307111,13,8,1,1
2019-01-08 14:00:00,54.21538489252443,46.798861703815774,14,8,1,1
2019-01-08 15:00:00,54.518347619567365,48.52394831949012,15,8,1,1
2019-01-08 16:00:00,31.4447705559716,54.85691625515608,16,8,1,1
2019-01-08 17:00:00,17.12105270324981,34.550621823113076,17,8,1,1
2019-01-08 18:00:00,9.107378498420056e-15,78.24337699140673,18,8,1,1
2019-01-08 19:00:00,0.0,66.55318408729477,19,8,1,1
2019-01-08 20:00:00,0.0,63.94390554523707,20,8,1,1
2019-01-08 21:00:00,0.0,52.31387765328496,21,8,1,1
2019-01-08 22:00:00,0.0,57.02592028612232,22,8,1,1
2019-01-08 23:00:00,0.0,68.9546664757678,23,8,1,1
2019-01-09 00:00:00,0.0,89.00497858810164,0,9,1,2
2019-01-09 01:00:00,0.0,102.36856746249047,1,9,1,2
2019-01-09 02:00:00,0.0,94.39679973053526,2,9,1,2
2019-01-09 03:00:00,0.0,100.92312407704236,3,9,1,2
2019-01-09 04:00:00,0.0,64.86357771033305,4,9,1,2
2019-01-09 05:00:00,0.0,65.60389840814021,5,9,1,2
2019-01-09 06:00:00,0.0,59.506643835279355,6,9,1,2
2019-01-09 07:00:00,16.677722386101095,54.39422517278528,7,9,1,2
2019-01-09 08:00:00,38.14958294196979,68.80671459458259,8,9,1,2
2019-01-09 09:00:00,50.23317723761932,67.14067934428189,9,9,1,2
2019-01-09 10:00:00,62.49921537302031,60.010251327047776,10,9,1,2
2019-01-09 11:00:00,72.40061402005968,50.40854732210011,11,9,1,2
2019-01-09 12:00:00,68.35867580191041,38.65375355017067,12,9,1,2
2019-01-09 13:00:00,60.40380927548495,47.36143289879402,13,9,1,2
2019-01-09 14:00:00,48.96353149643237,60.7647757047431,14,9,1,2
2019-01-09 15:00:00,49.60319836285667,80.30911438319022,15,9,1,2
2019-01-09 16:00:00,35.45394874270336,87.41938265951708,16,9,1,2
2019-01-09 17:00:00,17.486185138679062,86.02561731292096,17,9,1,2
2019-01-09 18:00:00,8.48658808521944e-15,73.3148421247283,18,9,1,2
2019-01-09 19:00:00,0.0,59.24608170668746,19,9,1,2
2019-01-09 20:00:00,0.0,62.55244574325282,20,9,1,2
2019-01-09 21:00:00,0.0,82.40139556598196,21,9,1,2
2019-01-09 22:00:00,0.0,81.81186344222988,22,9,1,2
2019-01-09 23:00:00,0.0,83.38072680544589,23,9,1,2
2019-01-10 00:00:00,0.0,68.86790388537767,0,10,1,3
2019-01-10 01:00:00,0.0,68.31704983121762,1,10,1,3
2019-01-10 02:00:00,0.0,60.49251405907734,2,10,1,3
2019-01-10 03:00:00,0.0,61.8207259028004,3,10,1,3
2019-01-10 04:00:00,0.0,58.88300561929901,4,10,1,3
2019-01-10 05:00:00,0.0,44.132992592899434,5,10,1,3
2019-01-10 06:00:00,0.0,33.63408769259205,6,10,1,3
2019-01-10 07:00:00,16.432661729617692,28.16401321058126,7,10,1,3
2019-01-10 08:00:00,25.703211339600955,38.055875781566805,8,10,1,3
2019-01-10 09:00:00,42.91581075836979,34.61109623065009,9,10,1,3
2019-01-10 10:00:00,62.350145512905975,60.395140215432754,10,10,1,3
2019-01-10 11:00:00,49.383713449238165,59.406509409201504,11,10,1,3
2019-01-10 12:00:00,70.32240712713227,55.4087559848696,12,10,1,3
2019-01-10 13:00:00,63.06638306405228,52.18676183373728,13,10,1,3
2019-01-10 14:00:00,50.28611742719172,53.8867006831754,14,10,1,3
2019-01-10 15:00:00,38.72306660195504,61.0229901491712,15,10,1,3
2019-01-10 16:00:00,34.56729756962894,60.69301577852578,16,10,1,3
2019-01-10 17:00:00,19.004762515238212,59.66015450667369,17,10,1,3
2019-01-10 18:00:00,8.149254800675852e-15,61.523034048823654,18,10,1,3
2019-01-10 19:00:00,0.0,46.965843409728016,19,10,1,3
2019-01-10 20:00:00,0.0,60.54514914783447,20,10,1,3
2019-01-10 21:00:00,0.0,62.33986865225913,21,10,1,3
2019-01-10 22:00:00,0.0,76.9674546248625,22,10,1,3
2019-01-10 23:00:00,0.0,67.68664261316422,23,10,1,3
2019-01-11 00:00:00,0.0,66.97672165942333,0,11,1,4
2019-01-11 01:00:00,0.0,58.54698090069685,1,11,1,4
2019-01-11 02:00:00,0.0,61.944865554555065,2,11,1,4
2019-01-11 03:00:00,0.0,67.03857847334673,3,11,1,4
2019-01-11 04:00:00,0.0,57.388848936089055,4,11,1,4
2019-01-11 05:00:00,0.0,63.62280707119736,5,11,1,4
2019-01-11 06:00:00,0.0,77.13868248937216,6,11,1,4
2019-01-11 07:00:00,14.256211229585167,86.56406216362943,7,11,1,4
2019-01-11 08:00:00,28.81391899736819,68.119647950226,8,11,1,4
2019-01-11 09:00:00,45.97050311578183,58.412008205929,9,11,1,4
2019-01-11 10:00:00,57.17876856021642,57.9970519055166,10,11,1,4
2019-01-11 11:00:00,56.351119945560825,79.11909298829515,11,11,1,4
2019-01-11 12:00:00,71.27661706697313,77.78287563392699,12,11,1,4
2019-01-11 13:00:00,60.28461770807005,83.09581529287593,13,11,1,4
2019-01-11 14:00:00,52.40281295451355,78.4184758183513,14,11,1,4
2019-01-11 15:00:00,48.55178740345816,49.90653021463237,15,11,1,4
2019-01-11 16:00:00,35.29488170672405,59.682773292281254,16,11,1,4
2019-01-11 17:00:00,15.412721692258051,48.46448373680873,17,11,1,4
2019-01-11 18:00:00,8.420857276538907e-15,80.30083041223881,18,11,1,4
2019-01-11 19:00:00,0.0,76.48081619552988,19,11,1,4
2019-01-11 20:00:00,0.0,85.14472762202665,20,11,1,4
2019-01-11 21:00:00,0.0,86.23402662365288,21,11,1,4
2019-01-11 22:00:00,0.0,74.00253468239791,22,11,1,4
2019-01-11 23:00:00,0.0,61.177183520495944,23,11,1,4
2019-01-12 00:00:00,0.0,55.29360764199505,0,12,1,5
2019-01-12 01:00:00,0.0,61.22344340409954,1,12,1,5
2019-01-12 02:00:00,0.0,51.40458600340479,2,12,1,5
2019-01-12 03:00:00,0.0,61.73866650935919,3,12,1,5
2019-01-12 04:00:00,0.0,26.86669635466523,4,12,1,5
2019-01-12 05:00:00,0.0,52.55381420188096,5,12,1,5
2019-01-12 06:00:00,0.0,48.70408744049702,6,12,1,5
2019-01-12 07:00:00,14.67885123789822,55.89135637768948,7,12,1,5
2019-01-12 08:00:00,34.679746687128926,54.36791669049425,8,12,1,5
2019-01-12 09:00:00,48.11389634285762,62.0814070876097,9,12,1,5
2019-01-12 10:00:00,60.89409740591405,36.67211753293424,10,12,1,5
2019-01-12 11:00:00,54.92258828893447,39.922774754404024,11,12,1,5
2019-01-12 12:00:00,55.57121412023485,47.087369400244754,12,12,1,5
2019-01-12 13:00:00,52.67466560780335,64.32109811898346,13,12,1,5
2019-01-12 14:00:00,54.37417137640659,51.59503226738895,14,12,1,5
2019-01-12 15:00:00,43.881217878449554,56.09153077758982,15,12,1,5
2019-01-12 16:00:00,29.29492008464272,59.07173095433301,16,12,1,5
2019-01-12 17:00:00,15.61993967192747,53.12972559598103,17,12,1,5
2019-01-12 18:00:00,6.874390744808693e-15,47.94523517761968,18,12,1,5
2019-01-12 19:00:00,0.0,33.39779939819807,19,12,1,5
2019-01-12 20:00:00,0.0,50.493069043833174,20,12,1,5
2019-01-12 21:00:00,0.0,68.79362378113564,21,12,1,5
2019-01-12 22:00:00,0.0,55.3839842987889,22,12,1,5
2019-01-12 23:00:00,0.0,50.437906539642746,23,12,1,5
2019-01-13 00:00:00,0.0,58.027083395643835,0,13,1,6
2019-01-13 01:00:00,0.0,61.56567121090456,1,13,1,6
2019-01-13 02:00:00,0.0,29.367700167753497,2,13,1,6
2019-01-13 03:00:00,0.0,43.34165735124854,3,13,1,6
2019-01-13 04:00:00,0.0,57.84529756435747,4,13,1,6
2019-01-13 05:00:00,0.0,65.38527193340884,5,13,1,6
2019-01-13 06:00:00,0.0,74.48351745079012,6,13,1,6
2019-01-13 07:00:00,17.072177101577598,70.85223988109668,7,13,1,6
2019-01-13 08:00:00,29.99542486989564,65.9657194354534,8,13,1,6
2019-01-13 09:00:00,48.47854277166709,64.43575700645715,9,13,1,6
2019-01-13 10:00:00,59.112881579211866,45.31264476855511,10,13,1,6
2019-01-13 11:00:00,63.790494573047624,39.07210586605757,11,13,1,6
2019-01-13 12:00:00,56.33906310997546,37.43120281554606,12,13,1,6
2019-01-13 13:00:00,58.98474769917125,39.53081622291453,13,13,1,6
2019-01-13 14:00:00,58.73985956361812,55.20244124911887,14,13,1,6
2019-01-13 15:00:00,38.017725505932056,41.29385788569056,15,13,1,6
2019-01-13 16:00:00,25.875863689462683,46.64762835152086,16,13,1,6
2019-01-13 17:00:00,15.393189969125244,65.05084490372509,17,13,1,6
2019-01-13 18:00:00,6.8839467109647666e-15,59.59089709550517,18,13,1,6
2019-01-13 19:00:00,0.0,63.82910745573799,19,13,1,6
2019-01-13 20:00:00,0.0,86.53788391214539,20,13,1,6
2019-01-13 21:00:00,0.0,101.00321517377525,21,13,1,6
2019-01-13 22:00:00,0.0,67.74321750630759,22,13,1,6
2019-01-13 23:00:00,0.0,61.54865689985497,23,13,1,6
2019-01-14 00:00:00,0.0,75.45975337094161,0,14,1,0
2019-01-14 01:00:00,0.0,63.51237140590367,1,14,1,0
2019-01-14 02:00:00,0.0,70.63272979338763,2,14,1,0
2019-01-14 03:00:00,0.0,69.67085567313852,3,14,1,0
2019-01-14 04:00:00,0.0,62.71629960736586,4,14,1,0
2019-01-14 05:00:00,0.0,87.2127359300168,5,14,1,0
2019-01-14 06:00:00,0.0,57.2975300190229,6,14,1,0
2019-01-14 07:00:00,17.68284576225682,60.026847215628216,7,14,1,0
2019-01-14 08:00:00,27.82613856693525,45.449973972053414,8,14,1,0
2019-01-14 09:00:00,30.488675112871487,54.74749943243212,9,14,1,0
2019-01-14 10:00:00,41.160634711894346,55.563089550060965,10,14,1,0
2019-01-14 11:00:00,65.28091010842047,57.99800837133615,11,14,1,0
2019-01-14 12:00:00,60.42028547229093,49.795219490036494,12,14,1,0
2019-01-14 13:00:00,57.684797853232425,37.36622329922012,13,14,1,0
2019-01-14 14:00:00,56.161564306533975,33.249555103907845,14,14,1,0
2019-01-14 15:00:00,44.70733204084649,24.313279023876156,15,14,1,0
2019-01-14 16:00:00,28.924572740075103,44.04462309550353,16,14,1,0
2019-01-14 17:00:00,14.0946361903859,56.79564177231711,17,14,1,0
2019-01-14 18:00:00,8.316821526502389e-15,57.020227336271134,18,14,1,0
2019-01-14 19:00:00,0.0,58.97353144565507,19,14,1,0
2019-01-14 20:00:00,0.0,54.97984063647818,20,14,1,0
2019-01-14 21:00:00,0.0,40.20915207855114,21,14,1,0
2019-01-14 22:00:00,0.0,38.62473731969022,22,14,1,0
2019-01-14 23:00:00,0.0,33.48364453191173,23,14,1,0
2019-01-15 00:00:00,0.0,34.057032724317864,0,15,1,1
2019-01-15 01:00:00,0.0,27.57713158849424,1,15,1,1
2019-01-15 02:00:00,0.0,40.39430625491118,2,15,1,1
2019-01-15 03:00:00,0.0,52.47049320078192,3,15,1,1
2019-01-15 04:00:00,0.0,28.847441630468165,4,15,1,1
2019-01-15 05:00:00,0.0,69.07007120977006,5,15,1,1
2019-01-15 06:00:00,0.0,56.62658818909402,6,15,1,1
2019-01-15 07:00:00,15.103600425077827,35.26505886477595,7,15,1,1
2019-01-15 08:00:00,33.90414751222199,57.23762654677731,8,15,1,1
2019-01-15 09:00:00,43.02452416067304,42.35563334154994,9,15,1,1
2019-01-15 10:00:00,36.2998472499816,53.4741588419204,10,15,1,1
2019-01-15 11:00:00,65.95756109491718,59.5938639116289,11,15,1,1
2019-01-15 12:00:00,66.66665897145332,75.93620242661106,12,15,1,1
2019-01-15 13:00:00,58.9832387551776,69.09404456736006,13,15,1,1
2019-01-15 14:00:00,45.615403936897614,76.23464330600686,14,15,1,1
2019-01-15 15:00:00,47.36524477021906,52.69358342583518,15,15,1,1
2019-01-15 16:00:00,30.59250013255473,47.989146942934354,16,15,1,1
2019-01-15 17:00:00,14.139814550154084,29.608645095704656,17,15,1,1
2019-01-15 18:00:00,5.972848988972379e-15,34.99410700555394,18,15,1,1
2019-01-15 19:00:00,0.0,49.4938464285654,19,15,1,1
2019-01-15 20:00:00,0.0,30.196556373722537,20,15,1,1
2019-01-15 21:00:00,0.0,54.18688230102593,21,15,1,1
2019-01-15 22:00:00,0.0,9.08012137805436,22,15,1,1
2019-01-15 23:00:00,0.0,44.1759483630135,23,15,1,1
2019-01-16 00:00:00,0.0,41.43090329997371,0,16,1,2
2019-01-16 01:00:00,0.0,41.68808074833954,1,16,1,2
2019-01-16 02:00:00,0.0,42.33887259928135,2,16,1,2
2019-01-16 03:00:00,0.0,50.042830938464185,3,16,1,2
2019-01-16 04:00:00,0.0,38.6876435549478,4,16,1,2
2019-01-16 05:00:00,0.0,53.3246948677114,5,16,1,2
2019-01-16 06:00:00,0.0,53.84376507694985,6,16,1,2
2019-01-16 07:00:00,14.30291068021246,51.25665452943689,7,16,1,2
2019-01-16 08:00:00,25.05312033463103,52.8674509545819,8,16,1,2
2019-01-16 09:00:00,47.0224483142024,38.88347362366328,9,16,1,2
2019-01-16 10:00:00,49.22666918912499,43.955682953267846,10,16,1,2
2019-01-16 11:00:00,55.57137102853349,32.075216667264435,11,16,1,2
2019-01-16 12:00:00,49.38749843831897,29.859011613266517,12,16,1,2
2019-01-16 13:00:00,64.67491961490681,15.695476895616196,13,16,1,2
2019-01-16 14:00:00,49.962695089662155,33.10571749725627,14,16,1,2
2019-01-16 15:00:00,41.60870081669934,51.812451591512165,15,16,1,2
2019-01-16 16:00:00,30.394213963706875,71.12991314999567,16,16,1,2
2019-01-16 17:00:00,16.50436247812591,62.75786056097,17,16,1,2
2019-01-16 18:00:00,7.839153085019893e-15,58.84289274407609,18,16,1,2
2019-01-16 19:00:00,0.0,62.65063916278825,19,16,1,2
2019-01-16 20:00:00,0.0,55.2679395503489,20,16,1,2
2019-01-16 21:00:00,0.0,52.4775190244698,21,16,1,2
2019-01-16 22:00:00,0.0,45.55617473435029,22,16,1,2
2019-01-16 23:00:00,0.0,63.90475712011244,23,16,1,2
2019-01-17 00:00:00,0.0,62.61705941019247,0,17,1,3
2019-01-17 01:00:00,0.0,47.05396723358216,1,17,1,3
2019-01-17 02:00:00,0.0,60.13380251266196,2,17,1,3
2019-01-17 03:00:00,0.0,55.98489332175369,3,17,1,3
2019-01-17 04:00:00,0.0,68.49433081667605,4,17,1,3
2019-01-17 05:00:00,0.0,69.18331099671295,5,17,1,3
2019-01-17 06:00:00,0.0,73.06549006989218,6,17,1,3
2019-01-17 07:00:00,15.103901666246792,53.62744290361392,7,17,1,3
2019-01-17 08:00:00,25.345613994497807,72.42486897252743,8,17,1,3
2019-01-17 09:00:00,41.456741895387,62.89309498411416,9,17,1,3
2019-01-17 10:00:00,55.25325403823418,40.21607535175327,10,17,1,3
2019-01-17 11:00:00,61.11293916203164,62.79440760459505,11,17,1,3
